Season,TeamID,ConfAbbrev,conference_tourny_wins,conference_tourny_losses
2018,1205,big_south,0.0,1.0
2018,1219,big_south,0.0,1.0
2018,1251,big_south,2.0,1.0
2018,1255,big_south,1.0,1.0
2018,1342,big_south,0.0,1.0
2018,1347,big_south,3.0,0.0
2018,1421,big_south,1.0,1.0
2018,1457,big_south,1.0,1.0
2018,1228,big_ten,0.0,1.0
2018,1231,big_ten,0.0,1.0
2018,1234,big_ten,1.0,1.0
2018,1268,big_ten,0.0,1.0
2018,1276,big_ten,4.0,0.0
2018,1277,big_ten,1.0,1.0
2018,1278,big_ten,0.0,1.0
2018,1304,big_ten,0.0,1.0
2018,1321,big_ten,0.0,1.0
2018,1326,big_ten,0.0,1.0
2018,1336,big_ten,2.0,1.0
2018,1345,big_ten,2.0,1.0
2018,1353,big_ten,2.0,1.0
2018,1458,big_ten,1.0,1.0
2018,1124,big_twelve,0.0,1.0
2018,1235,big_twelve,0.0,1.0
2018,1242,big_twelve,3.0,0.0
2018,1243,big_twelve,1.0,1.0
2018,1328,big_twelve,0.0,1.0
2018,1329,big_twelve,1.0,1.0
2018,1395,big_twelve,0.0,1.0
2018,1400,big_twelve,1.0,1.0
2018,1403,big_twelve,1.0,1.0
2018,1452,big_twelve,2.0,1.0
2018,1142,big_west,0.0,1.0
2018,1168,big_west,3.0,0.0
2018,1169,big_west,0.0,0.0
2018,1218,big_west,0.0,1.0
2018,1253,big_west,0.0,1.0
2018,1364,big_west,1.0,1.0
2018,1413,big_west,1.0,1.0
2018,1414,big_west,2.0,1.0
2018,1415,big_west,0.0,1.0
2018,1158,caa,3.0,0.0
2018,1174,caa,1.0,1.0
2018,1180,caa,1.0,1.0
2018,1189,caa,0.0,1.0
2018,1220,caa,0.0,1.0
2018,1241,caa,0.0,1.0
2018,1318,caa,2.0,1.0
2018,1406,caa,0.0,1.0
2018,1423,caa,1.0,1.0
2018,1456,caa,1.0,1.0
2018,1150,cusa,0.0,0.0
2018,1194,cusa,0.0,1.0
2018,1198,cusa,0.0,1.0
2018,1256,cusa,1.0,1.0
2018,1267,cusa,3.0,0.0
2018,1292,cusa,0.0,1.0
2018,1317,cusa,0.0,1.0
2018,1330,cusa,1.0,1.0
2018,1349,cusa,0.0,0.0
2018,1379,cusa,2.0,1.0
2018,1412,cusa,1.0,1.0
2018,1427,cusa,1.0,1.0
2018,1431,cusa,0.0,1.0
2018,1443,cusa,2.0,1.0
2018,1156,horizon,3.0,1.0
2018,1178,horizon,0.0,1.0
2018,1227,horizon,0.0,1.0
2018,1237,horizon,0.0,1.0
2018,1297,horizon,0.0,1.0
2018,1324,horizon,1.0,1.0
2018,1453,horizon,1.0,1.0
2018,1454,horizon,1.0,1.0
2018,1460,horizon,3.0,0.0
2018,1464,horizon,0.0,1.0
2018,1135,ivy,0.0,0.0
2018,1162,ivy,0.0,0.0
2018,1165,ivy,0.0,1.0
2018,1171,ivy,0.0,0.0
2018,1217,ivy,1.0,1.0
2018,1335,ivy,2.0,0.0
2018,1343,ivy,0.0,0.0
2018,1463,ivy,0.0,1.0
2018,1145,maac,0.0,1.0
2018,1193,maac,3.0,1.0
2018,1233,maac,3.0,0.0
2018,1264,maac,0.0,1.0
2018,1265,maac,0.0,1.0
2018,1284,maac,0.0,1.0
2018,1310,maac,0.0,1.0
2018,1346,maac,2.0,1.0
2018,1351,maac,0.0,1.0
2018,1373,maac,0.0,1.0
2018,1389,maac,2.0,1.0
2018,1103,mac,1.0,1.0
2018,1123,mac,0.0,1.0
2018,1132,mac,0.0,1.0
2018,1138,mac,3.0,0.0
2018,1141,mac,1.0,1.0
2018,1185,mac,1.0,1.0
2018,1245,mac,2.0,1.0
2018,1275,mac,1.0,1.0
2018,1296,mac,0.0,1.0
2018,1325,mac,0.0,1.0
2018,1405,mac,2.0,1.0
2018,1444,mac,0.0,1.0
2018,1126,meac,0.0,1.0
2018,1164,meac,0.0,1.0
2018,1175,meac,0.0,1.0
2018,1197,meac,1.0,1.0
2018,1214,meac,2.0,1.0
2018,1224,meac,0.0,1.0
2018,1271,meac,0.0,1.0
2018,1288,meac,2.0,1.0
2018,1299,meac,2.0,1.0
2018,1300,meac,4.0,0.0
2018,1313,meac,1.0,1.0
2018,1354,meac,0.0,1.0
2018,1366,meac,0.0,1.0
2018,1133,mvc,1.0,1.0
2018,1179,mvc,0.0,1.0
2018,1191,mvc,0.0,1.0
2018,1229,mvc,2.0,1.0
2018,1232,mvc,0.0,1.0
2018,1260,mvc,3.0,0.0
2018,1283,mvc,1.0,1.0
2018,1320,mvc,1.0,1.0
2018,1356,mvc,1.0,1.0
2018,1434,mvc,0.0,1.0
2018,1102,mwc,0.0,1.0
2018,1129,mwc,0.0,1.0
2018,1161,mwc,0.0,1.0
2018,1201,mwc,0.0,1.0
2018,1305,mwc,1.0,1.0
2018,1307,mwc,2.0,1.0
2018,1361,mwc,3.0,0.0
2018,1363,mwc,0.0,1.0
2018,1424,mwc,1.0,1.0
2018,1429,mwc,2.0,1.0
2018,1461,mwc,1.0,1.0
2018,1136,nec,0.0,0.0
2018,1148,nec,0.0,1.0
2018,1192,nec,1.0,1.0
2018,1254,nec,3.0,0.0
2018,1291,nec,0.0,1.0
2018,1352,nec,1.0,1.0
2018,1357,nec,0.0,0.0
2018,1383,nec,0.0,1.0
2018,1384,nec,0.0,1.0
2018,1447,nec,2.0,1.0
2018,1122,ovc,1.0,1.0
2018,1125,ovc,1.0,1.0
2018,1183,ovc,1.0,1.0
2018,1184,ovc,0.0,0.0
2018,1188,ovc,0.0,1.0
2018,1240,ovc,1.0,1.0
2018,1287,ovc,0.0,0.0
2018,1293,ovc,2.0,0.0
2018,1369,ovc,0.0,0.0
2018,1398,ovc,0.0,1.0
2018,1399,ovc,1.0,1.0
2018,1404,ovc,0.0,0.0
2018,1112,pac_twelve,3.0,0.0
2018,1113,pac_twelve,0.0,1.0
2018,1143,pac_twelve,0.0,1.0
2018,1160,pac_twelve,1.0,1.0
2018,1332,pac_twelve,2.0,1.0
2018,1333,pac_twelve,1.0,1.0
2018,1390,pac_twelve,1.0,1.0
2018,1417,pac_twelve,1.0,1.0
2018,1425,pac_twelve,2.0,1.0
2018,1428,pac_twelve,0.0,1.0
2018,1449,pac_twelve,0.0,1.0
2018,1450,pac_twelve,0.0,1.0
2018,1110,patriot,0.0,1.0
2018,1119,patriot,0.0,1.0
2018,1131,patriot,1.0,1.0
2018,1137,patriot,3.0,0.0
2018,1159,patriot,2.0,1.0
2018,1221,patriot,1.0,1.0
2018,1248,patriot,1.0,1.0
2018,1250,patriot,0.0,1.0
2018,1259,patriot,1.0,1.0
2018,1298,patriot,0.0,1.0
2018,1104,sec,2.0,1.0
2018,1116,sec,2.0,1.0
2018,1120,sec,0.0,1.0
2018,1196,sec,0.0,1.0
2018,1208,sec,2.0,1.0
2018,1246,sec,3.0,0.0
2018,1261,sec,0.0,1.0
2018,1279,sec,0.0,1.0
2018,1280,sec,1.0,1.0
2018,1281,sec,0.0,1.0
2018,1376,sec,1.0,1.0
2018,1397,sec,2.0,1.0
2018,1401,sec,0.0,1.0
2018,1435,sec,0.0,1.0
2018,1151,southern,1.0,1.0
2018,1154,southern,1.0,1.0
2018,1190,southern,2.0,1.0
2018,1202,southern,1.0,1.0
2018,1273,southern,0.0,1.0
2018,1359,southern,0.0,1.0
2018,1422,southern,3.0,0.0
2018,1440,southern,0.0,1.0
2018,1441,southern,0.0,1.0
2018,1459,southern,1.0,1.0
2018,1101,southland,0.0,0.0
2018,1146,southland,1.0,1.0
2018,1223,southland,0.0,0.0
2018,1230,southland,0.0,0.0
2018,1249,southland,0.0,1.0
2018,1270,southland,0.0,0.0
2018,1309,southland,1.0,1.0
2018,1311,southland,0.0,1.0
2018,1322,southland,0.0,0.0
2018,1358,southland,1.0,1.0
2018,1368,southland,1.0,1.0
2018,1372,southland,3.0,0.0
2018,1394,southland,0.0,1.0
2018,1176,summit,1.0,1.0
2018,1236,summit,0.0,1.0
2018,1295,summit,1.0,1.0
2018,1303,summit,0.0,1.0
2018,1331,summit,0.0,1.0
2018,1355,summit,3.0,0.0
2018,1377,summit,2.0,1.0
2018,1442,summit,0.0,1.0
2018,1111,sun_belt,1.0,1.0
2018,1114,sun_belt,0.0,1.0
2018,1117,sun_belt,0.0,1.0
2018,1157,sun_belt,0.0,1.0
2018,1204,sun_belt,1.0,1.0
2018,1209,sun_belt,3.0,0.0
2018,1375,sun_belt,0.0,1.0
2018,1402,sun_belt,1.0,1.0
2018,1407,sun_belt,1.0,1.0
2018,1418,sun_belt,1.0,1.0
2018,1419,sun_belt,1.0,1.0
2018,1426,sun_belt,2.0,1.0
2018,1105,swac,0.0,0.0
2018,1106,swac,0.0,1.0
2018,1108,swac,0.0,1.0
2018,1115,swac,2.0,1.0
2018,1212,swac,0.0,0.0
2018,1238,swac,0.0,1.0
2018,1290,swac,0.0,1.0
2018,1341,swac,1.0,1.0
2018,1380,swac,1.0,1.0
2018,1411,swac,3.0,0.0
2018,1152,wac,0.0,1.0
2018,1167,wac,0.0,1.0
2018,1213,wac,2.0,1.0
2018,1282,wac,0.0,1.0
2018,1308,wac,3.0,0.0
2018,1370,wac,1.0,1.0
2018,1410,wac,0.0,1.0
2018,1430,wac,1.0,1.0
2018,1140,wcc,2.0,1.0
2018,1211,wcc,3.0,0.0
2018,1258,wcc,1.0,1.0
2018,1334,wcc,0.0,1.0
2018,1337,wcc,1.0,1.0
2018,1339,wcc,0.0,1.0
2018,1360,wcc,0.0,1.0
2018,1362,wcc,1.0,1.0
2018,1365,wcc,0.0,1.0
2018,1388,wcc,1.0,1.0
